4,1.53701977845181,-0.957669119131403
7,1.13036734387358,0.0529809656642937
14,0.655224880530363,-0.550839248151315
6,1.7106695358053,-0.399010882645649
2,2.16704576609159,-1.08378678896043
18,2.56404789600868,-0.088655816712345
11,2.90945346069297,-0.541730112015859
1,3.3314271337922,0.769003748835431
9,2.32145491165199,0.87127265503152
5,2.71973052806968,0.454475724370223
17,2.02894594256778,1.87574961631193
12,2.06866389248896,0.120686023370024
3,1.40459857090654,1.96996157949199
15,2.49200256881031,-0.63560948860627
